"","logFC","logCPM","F","PValue","FDR"
"SEC24C",-0.039891998009759,6.82801086638585,7.15500600904417,0.0183918359844005,0.042054614674586
"EFNA4",0.120553764476648,2.39697645514114,7.15097356571365,0.0184187674463427,0.0421092080045056
"ATF7IP",-0.0590876503223552,6.23128568470821,7.14763410253406,0.0184411054607804,0.0421532833682969
"MIER3",0.109837509859894,4.14005305555266,7.14144305633139,0.0184826014937319,0.0422411288741304
"TIMM13",0.0727218137578119,6.10810711044954,7.14046540122882,0.0184891642465254,0.0422491200916871
"SMAD1",-0.0930495117371548,4.13372661841204,7.13692385068982,0.0185129605080002,0.0422964819830433
"SMG1P1",-0.0887568848245606,6.57037235706443,7.13510154181431,0.0185252187935501,0.0423174717765793
"FIZ1",0.0832091349614471,3.49628848894545,7.13354310485635,0.0185357095650797,0.0423344177187523
"TTF1",0.120412046169572,3.86926326056375,7.13178893288707,0.0185475262208626,0.0423543857801237
"LINC00672",-0.215088879993022,1.74350082966573,7.1285107854632,0.0185696323727248,0.0423978400105674
"TRMT1L",-0.0768587801563589,4.36307816102227,7.12762099756275,0.0185756379396469,0.0424045253761422
"C21orf62",-0.179054381583503,4.38007960352972,7.12638949082289,0.0185839536470708,0.0424115397049646
"TMEM50A",-0.0580196929131832,5.42409922163703,7.12572040685771,0.0185884734307586,0.0424115397049646
"CCDC28A",-0.15491847967073,1.88093881723166,7.12458619624744,0.0185961381531892,0.0424115397049646
"FGD5P1",-0.254706259447421,1.138473095197,7.12432056491994,0.018597933757522,0.0424115397049646
"BFAR",0.0553055526520233,5.6380154055105,7.12426331259445,0.0185983207960094,0.0424115397049646
"TATDN3",-0.111507220401435,4.76070299724395,7.1240561631483,0.0185997212508055,0.0424115397049646
"ZNF101",-0.0730630944835758,4.16689330504744,7.12397699478412,0.0186002565089703,0.0424115397049646
"COQ9",0.0793568187847976,4.27730051052432,7.12225973175678,0.0186118713573619,0.042428020425806
"TRAPPC2",-0.0812470812207686,3.84578500001853,7.12199793960143,0.0186136427515783,0.042428020425806
"ECM2",-0.326129127813986,0.915653648232268,7.11817039000089,0.0186395639650925,0.042480078047471
"PMP22",0.152500004710223,1.14266764128414,7.11703986721082,0.0186472282129074,0.0424905172061604
"RNF157",-0.199820578086098,1.21009842687528,7.11303459810121,0.0186744110104395,0.0425454215133674
"RPL22",-0.0511436486232206,7.88580079251933,7.10968901822522,0.0186971520227911,0.0425901897374837
"ZNF484",0.0798462755939653,3.26241846643787,7.10618414683885,0.0187210103817036,0.0426374879420651
"IFI27",-0.107729368482194,6.31376783627782,7.10115258375037,0.0187553232326404,0.0427085769001077
"BLOC1S1",0.0701460036994176,3.81941938766153,7.09798198815394,0.0187769827848602,0.0427508337396874
"ATOX1",-0.123072535588006,5.04175060292467,7.09462150610895,0.0187999713234811,0.0427961019108287
"HES1",0.107814952821982,4.52499556352373,7.08847567644111,0.0188420988191235,0.0428849156968455
"E2F2",0.215761865447102,2.13157499623606,7.08628009009748,0.0188571754299981,0.0429121420726579
"AP1M2",-0.0585539950280154,5.65723845789782,7.08154143376442,0.0188897626453462,0.0429792007084255
"UBQLN1",0.0443774909936979,7.12997214196736,7.07845315091447,0.0189110357182154,0.043020498788392
"BCL7B",0.0616986358634037,4.77754280131791,7.06871124795638,0.0189783240606849,0.0431664455649021
"AAMP",0.0524008321067963,6.20599183704918,7.06737928433247,0.0189875457207378,0.0431802925377201
"TMEM140",0.0967492689889794,3.37247815151317,7.06353215750308,0.0190142100680048,0.0432302662683069
"LRRTM2",-0.273038673138227,2.47721944252814,7.06330363408732,0.01901579533001,0.0432302662683069
"MPLKIP",0.0710889949584854,3.90896045827476,7.06196342081141,0.019025095459227,0.0432442742218226
"YWHAE",0.0521378297973455,8.63785717436084,7.06125776240342,0.0190299943564262,0.0432482751504529
"SP2",0.0946283715149585,4.15158602620006,7.05795860689677,0.0190529176034153,0.0432932308142248
"ETNK1",-0.118966650202455,5.05242986505991,7.05275894394505,0.0190891112963378,0.0433683206186708
"ILVBL",-0.0716112111857078,4.78257057843103,7.04529616494946,0.0191411980529395,0.0434768126837413
