"","logFC","logCPM","F","PValue","FDR"
"DEXI",0.076527079029523,4.48748778373916,7.33889279905493,0.0168393965935857,0.0692230882481584
"CEP95",-0.0977305243044452,3.8936321044147,7.33489272720614,0.0168638578208627,0.0692903682556469
"PTAFR",0.143121109008545,3.36853672089028,7.33458375609293,0.0168657489528444,0.0692903682556469
"TICAM1",-0.0730116191522769,5.74320099854108,7.33296563891458,0.0168756570434184,0.0693027447102373
"RNF5P1",0.0988608401492702,3.59070428795062,7.33246092616053,0.0168787488918145,0.0693027447102373
"CFL1",-0.045932164780265,9.07177960468599,7.32952577878762,0.016896742493891,0.0693561053919606
"GDPGP1",-0.298121927297179,-0.0728375630740448,7.32358747374135,0.0169332146646539,0.0694852611224324
"CHD8",-0.0539877165253606,7.03576545888944,7.32138894723475,0.0169467408209036,0.0695128437581886
"PDIA3",-0.0600143041897342,8.55259429147232,7.32060771562916,0.0169515502649413,0.0695128437581886
"PRX",0.231863747592005,1.25695535450635,7.32005352162891,0.0169549629717155,0.0695128437581886
"FGF2",0.151002281673753,1.9040182253271,7.31767249048847,0.0169696343395826,0.0695524469476455
"MYO3B",-0.146659938377275,3.40944948356502,7.31224700032256,0.0170031199667934,0.0696691168878533
"GGA1",0.114235367907571,5.00846280077683,7.30978672613386,0.0170183297890849,0.0696792064571929
"FERMT1",0.127289655012021,8.183598441691,7.30973089278849,0.0170186751430333,0.0696792064571929
"RBM14",-0.0605778585909143,6.22422621372358,7.30941246781738,0.0170206448976714,0.0696792064571929
"RUNDC3A-AS1",0.197757963476902,1.56138086229325,7.30585179365476,0.0170426889880915,0.0697461712423434
"LPAR5",-0.0776907971133219,4.51796270472925,7.30490572333604,0.0170485516613452,0.0697461712423434
"ZNF525",-0.115857512040437,3.3288598904954,7.30375408425009,0.017055691372291,0.0697461712423434
"UTP23",-0.0852879338797081,4.66779410247505,7.30352610832685,0.0170571051445823,0.0697461712423434
"DR1",-0.0858175101915083,5.98907964712147,7.29942435936569,0.0170825649971953,0.0698182023173392
"HMGXB3",-0.0519915324785768,6.16536766673315,7.29895484291139,0.0170854821285922,0.0698182023173392
"C7orf50",0.0673661144184895,5.50561962091559,7.29825785629358,0.0170898136094539,0.0698182023173392
"AVL9",0.0689652671477893,5.31870930846434,7.29160638629225,0.0171312138191496,0.0699667408423066
